3d834eff7e8a7b251a7a426a118c3fe872b3d44b,,Remainder,,52,0,0,0,,
third_party/blink/renderer/core/style/svg_computed_style.cc,38,static SVGComputedStyle* initial_style = new SVGComputedStyle(kCreateInitial);,Link,,No,Yes,Yes,Should be const,
third_party/blink/renderer/core/testing/death_aware_script_wrappable.h,40,static DeathAwareScriptWrappable* instance_;,Link,Member,No,No,No,Dead code,
third_party/blink/renderer/core/testing/death_aware_script_wrappable.h,41,static bool has_died_;,Link,Member,No,No,No,Dead code,
third_party/blink/renderer/core/testing/internals.cc,260,static RuntimeEnabledFeatures::Backup* g_s_features_backup = nullptr;,Link,,No,Yes,N/A,Test-only Scoped state. Deals with RuntimeEnabledFeatures which I don't know if they are thread-safe.,
third_party/blink/renderer/core/testing/sim/sim_canvas.cc,31,static int g_depth = 0;,Link,,No,No,No,Scoped state,
third_party/blink/renderer/core/testing/sim/sim_network.cc,22,static SimNetwork* g_network = nullptr;,Link,,No,No,No,Test-only Scoped state.,
third_party/blink/renderer/core/timing/event_timing.cc,18,const base::TickClock* g_clock_for_testing = nullptr;,Link,Global,No,No,No,Test-only Scoped state.,
third_party/blink/renderer/core/timing/performance_entry.cc,41,static base::AtomicSequenceNumber index_seq;,Link,,No,No,Yes,Counter to generate ids. Already thread-safe.,
third_party/blink/renderer/core/workers/threaded_messaging_proxy_base.cc,26,static int g_live_messaging_proxy_count = 0;,Link,,No,No,No,Scoped state,
third_party/blink/renderer/core/workers/worker_thread.cc,82,static std::atomic_int g_unique_worker_thread_id(1);,Link,,No,No,Yes,Counter to generate ids. Already thread-safe.,
third_party/blink/renderer/core/workers/worklet_thread_holder.h,91,static WorkletThreadHolder<DerivedWorkletThread>* thread_holder_instance_;,Link,,No,No,Yes,Should there only be one worklet per process? I think so. NOTE(fdoray): This one is more tricky.,
third_party/blink/renderer/core/xml/parser/xml_document_parser_scope.h,48,static Document* current_document_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/core/xml/parser/xml_document_parser.cc,476,static int g_global_descriptor = 0;,Link,,No,Yes,Yes,Opaque address,
third_party/blink/renderer/core/xml/parser/xml_document_parser.cc,477,static base::PlatformThreadId g_libxml_loader_thread = 0;,Link,,No,Yes,(work needed),XML parsing seems to make sure that it runs on a single thread...,
third_party/blink/renderer/core/xml/parser/xml_document_parser.cc,657,static bool did_init = false;,Link,,No,Yes,(work needed),XML parsing seems to make sure that it runs on a single thread...,
third_party/blink/renderer/core/xml/parser/xml_document_parser.cc,1342,static xmlEntity entity;,Link,,No,No,No,Scoped state,
third_party/blink/renderer/core/xml/xpath_parser.h,110,static Parser* current_parser_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/core/xml/xslt_processor_libxslt.cc,90,static XSLTProcessor* g_global_processor = nullptr;,Link,,No,No,No,Should be ThreadSpecific if we have multiple main threads,
third_party/blink/renderer/core/xml/xslt_processor_libxslt.cc,91,static ResourceFetcher* g_global_resource_fetcher = nullptr;,Link,,No,No,No,Should be ThreadSpecific if we have multiple main threads,
third_party/blink/renderer/modules/accessibility/ax_object_cache_impl.cc,649,static AXID last_used_id = 0;,Link,,No,No,No,"Seems safer to have global ids. If we have multiple main threads, function should use lock.",
third_party/blink/renderer/modules/accessibility/ax_object.h,1059,static unsigned number_of_live_ax_objects_;,Link,Member,No,No,No,"Only accessed in tests. If we have multiple main threads, should be atomic.",
third_party/blink/renderer/modules/animationworklet/animation_worklet.cc,15,base::AtomicSequenceNumber g_next_worklet_id;,Link,Global,No,No,Yes,,
third_party/blink/renderer/modules/animationworklet/worklet_animation.cc,142,static unsigned next = 0;,Link,,Yes,No,No,,
third_party/blink/renderer/modules/csspaint/paint_worklet.cc,24,base::AtomicSequenceNumber g_next_worklet_id;,Link,Global,No,No,Yes,,
third_party/blink/renderer/modules/indexeddb/idb_database.cc,133,static base::AtomicSequenceNumber current_transaction_id;,Link,,No,No,Yes,,
third_party/blink/renderer/modules/indexeddb/idb_database.cc,139,static base::AtomicSequenceNumber current_observer_id;,Link,,No,No,Yes,,
third_party/blink/renderer/modules/indexeddb/idb_request.cc,89,static std::atomic<size_t> counter(0);,Link,,No,No,Yes,Counter to generate ids. Already thread-safe.,
third_party/blink/renderer/modules/media_controls/media_controls_impl.cc,232,static int batch_depth_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/modules/media_controls/media_controls_impl.cc,2051,static int minimum_width = 48;,Link,,No,No,No,Should be ThreadSpecific if we have multiple main threads,
third_party/blink/renderer/modules/payments/payment_test_helper.cc,17,static int g_unique_id = 0;,Link,,No,No,No,Counter to generate ids. Test-only.,
third_party/blink/renderer/modules/service_worker/service_worker_timeout_timer.cc,21,static base::AtomicSequenceNumber s_event_id_sequence;,Link,,No,No,Yes,Scoped state. Test-only.,
third_party/blink/renderer/modules/webaudio/audio_context_test.cc,21,static bool web_audio_device_paused_;,Link,Member,No,No,No,,
third_party/blink/renderer/modules/webaudio/audio_context.cc,47,static unsigned g_hardware_context_count = 0;,Link,Global,No,No,No,Scoped state,
third_party/blink/renderer/modules/webaudio/audio_context.cc,51,static unsigned g_context_id = 0;,Link,Global,No,No,No,Counter to generate ids. Used across mojo so probably needs to be process global (i.e. atomic if multiple main threads).,
third_party/blink/renderer/modules/webaudio/audio_node.h,297,static bool is_node_count_initialized_;,Link,Member,No,No,No,Add locks if we have multiple main threads (debug-only).,
third_party/blink/renderer/modules/webaudio/audio_worklet_thread.h,48,static unsigned s_ref_count_;,Link,Member,No,No,No,Add locks if we have multiple main threads (debug-only).,
third_party/blink/renderer/modules/webdatabase/database_manager.cc,43,static DatabaseManager* g_database_manager;,Link,Global,Yes,No,No,Tricky isolate-bound! Retains garbage-collected objects. TODO(fdoray): Initialization within macro.,
third_party/blink/renderer/modules/webdatabase/inspector_database_resource.cc,37,static int g_next_unused_id = 1;,Link,Global,No,No,No,Counter to generate ids. Put in garbage collected obect https://cs.chromium.org/chromium/src/third_party/blink/renderer/modules/webdatabase/inspector_database_agent.cc?l=206-208&rcl=752bf96b574af3297004a2e80bb4d435afaaae39,
third_party/blink/renderer/modules/webgl/webgl_rendering_context_base.cc,279,static int generation = 0;,Link,,No,No,No,Counter to generate ids.,
third_party/blink/renderer/modules/webgl/webgl_rendering_context_base.cc,523,static bool g_should_fail_context_creation_for_testing = false;,Link,Global,No,No,Yes,Only mutated in tests.,
third_party/blink/renderer/modules/webgl/webgl_rendering_context_base.h,1739,static bool webgl_context_limits_initialized_;,Link,Member,No ,Yes,Yes,Already protected by lock.,
third_party/blink/renderer/modules/webgl/webgl_rendering_context_base.h,1740,static unsigned max_active_webgl_contexts_;,Link,Member,No ,Yes,Yes,Already protected by lock.,
third_party/blink/renderer/modules/webgl/webgl_rendering_context_base.h,1741,static unsigned max_active_webgl_contexts_on_worker_;,Link,Member,No ,Yes,Yes,Already protected by lock.,
third_party/blink/renderer/platform/audio/audio_array.h,79,static unsigned extra_allocation_bytes = 0;,Link,,No,No,No,Need to add locking/atomics if we have multiple main threads.,
third_party/blink/renderer/platform/audio/cpu/x86/vector_math_x86.h,27,static bool supports = ::base::CPU().has_avx();,Link,,No,Yes,Yes,I made it const.,
third_party/blink/renderer/platform/audio/mac/fft_frame_mac.cc,60,static bool first_call = true;,Link,,No,No,No,Verifies that first call is from main thread. Comment says that should be removed.,
third_party/blink/renderer/platform/audio/pffft/fft_frame_pffft.cc,44,static bool first_call = true;,Link,,No,No,No,Verifies that first call is from main thread. Comment says that should be removed.,
third_party/blink/renderer/platform/bindings/dom_wrapper_world.cc,224,static int next_devtools_isolated_world_id =,Link,,No,No,No,Counter to generate ids. Should be made atomic if we have multiple main threads.,
third_party/blink/renderer/platform/bindings/dom_wrapper_world.h,149,static unsigned number_of_non_main_worlds_in_main_thread_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/platform/bindings/exception_state.h,173,static CreateDOMExceptionFunction s_create_dom_exception_func_;,Link,Member,No,Yes,Yes,Map of function pointers initialized from third_party/blink/renderer/core/core_initializer.cc,
third_party/blink/renderer/platform/bindings/origin_trial_features.cc,23,InstallOriginTrialFeaturesFunction g_install_origin_trial_features_function =,Link,Global,No,Yes,Yes,Function pointer initialized from third_party/blink/renderer/modules/modules_initializer.cc,
third_party/blink/renderer/platform/bindings/parkable_string_manager.cc,123,static ParkableStringManagerDumpProvider instance;,Link,,No,No,No,Memory dump.,
third_party/blink/renderer/platform/bindings/runtime_call_stats.cc,26,RuntimeCallStats* g_runtime_call_stats_for_testing = nullptr;,Link,Global,No,No,No,Scoped state. Test-only stats.,
third_party/blink/renderer/platform/bindings/script_forbidden_scope.h,67,  static unsigned g_main_thread_counter_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/platform/bindings/v8_per_isolate_data.cc,64,static V8PerIsolateData* g_main_thread_per_isolate_data = nullptr;,Link,,Yes,No,No,,
third_party/blink/renderer/platform/blob/blob_data.cc,86,mojom::blink::BlobRegistry* g_blob_registry_for_testing = nullptr;,Link,Global,No,No,No,Test-only scoped state.,
third_party/blink/renderer/platform/exported/platform.cc,93,static Platform* g_platform = nullptr;,Link,,No,Yes,No?,Blink Platform,
third_party/blink/renderer/platform/exported/platform.cc,95,static GCTaskRunner* g_gc_task_runner = nullptr;,Link,,No,Yes,No,"Dead code, removal CL in flight. Performs BlinkGC when not in a task. NOTE(fdoray): Maybe per isolate.",
third_party/blink/renderer/platform/fonts/font_cache.h,321,static SkFontMgr* static_font_manager_;,Link,Member,No,Yes,No,,
third_party/blink/renderer/platform/fonts/font_cache.h,324,static bool antialiased_text_enabled_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,325,static bool lcd_text_enabled_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,328,static AtomicString* menu_font_family_name_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,329,static int32_t menu_font_height_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,330,static AtomicString* small_caption_font_family_name_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,331,static int32_t small_caption_font_height_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,332,static AtomicString* status_font_family_name_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,333,static int32_t status_font_height_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,334,static bool use_skia_font_fallback_;,Link,Member,No,Yes,No,Set from InitializeDWriteFontProxy,
third_party/blink/renderer/platform/fonts/font_cache.h,342,static float device_scale_factor_;,Link,Member,No,No,No,Scoped state,
third_party/blink/renderer/platform/fonts/font_data_cache.cc,125,static bool is_purging;,Link,Local,No,No,No,,
third_party/blink/renderer/platform/fonts/font_description.h,425,static TypesettingFeatures default_typesetting_features_;,Link,Member,No,Probably,No,Never set,
third_party/blink/renderer/platform/fonts/font_description.h,427,static bool use_subpixel_text_positioning_;,Link,Member,No,Yes,No,Initialized with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper_fuzzer.cc,21,static BlinkFuzzerTestSupport fuzzer_support = BlinkFuzzerTestSupport();,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,616,static hb_feature_t hwid = CreateFeature(HB_TAG('h',Link,Local,No,Yes,Yes,Should be constexpr,Create CL
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,617,static hb_feature_t twid = CreateFeature(HB_TAG('t',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,618,static hb_feature_t qwid = CreateFeature(HB_TAG('q',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,636,static hb_feature_t jp78 = CreateFeature(HB_TAG('j',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,637,static hb_feature_t jp83 = CreateFeature(HB_TAG('j',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,638,static hb_feature_t jp90 = CreateFeature(HB_TAG('j',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,639,static hb_feature_t jp04 = CreateFeature(HB_TAG('j',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,640,static hb_feature_t smpl = CreateFeature(HB_TAG('s',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,641,static hb_feature_t trad = CreateFeature(HB_TAG('t',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,666,static hb_feature_t fwid = CreateFeature(HB_TAG('f',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,667,static hb_feature_t pwid = CreateFeature(HB_TAG('p',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,680,static hb_feature_t ruby = CreateFeature(HB_TAG('r',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,686,static hb_feature_t lnum = CreateFeature(HB_TAG('l',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,691,static hb_feature_t onum = CreateFeature(HB_TAG('o',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,696,static hb_feature_t pnum = CreateFeature(HB_TAG('p',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,700,static hb_feature_t tnum = CreateFeature(HB_TAG('t',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,705,static hb_feature_t afrc = CreateFeature(HB_TAG('a',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,709,static hb_feature_t frac = CreateFeature(HB_TAG('f',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,714,static hb_feature_t ordn = CreateFeature(HB_TAG('o',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,719,static hb_feature_t zero = CreateFeature(HB_TAG('z',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,778,static hb_feature_t smcp = CreateFeature(HB_TAG('s',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,779,static hb_feature_t pcap = CreateFeature(HB_TAG('p',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,780,static hb_feature_t c2sc = CreateFeature(HB_TAG('c',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,781,static hb_feature_t c2pc = CreateFeature(HB_TAG('c',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,782,static hb_feature_t unic = CreateFeature(HB_TAG('u',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/shaping/harfbuzz_shaper.cc,783,static hb_feature_t titl = CreateFeature(HB_TAG('t',Link,Local,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/fonts/web_font_render_style.cc,17,SkFontHinting g_skia_hinting = SkFontHinting::kNormal;,Link,Global,No,Yes,No,Initialize with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/web_font_render_style.cc,18,bool g_use_skia_auto_hint = true;,Link,Global,No,Yes,No,Initialize with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/web_font_render_style.cc,19,bool g_use_skia_bitmaps = true;,Link,Global,No,Yes,No,Initialize with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/web_font_render_style.cc,20,bool g_use_skia_anti_alias = true;,Link,Global,No,Yes,No,Initialize with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/web_font_render_style.cc,21,bool g_use_skia_subpixel_rendering = false;,Link,Global,No,Yes,No,Initialize with RenderFrame (probably always the same value) Maybe isolate bound,
third_party/blink/renderer/platform/fonts/win/dwrite_font_format_support.cc,24,static bool variations_supported = []() {,Link,Local,No,Yes,No,Should be const,
third_party/blink/renderer/platform/fonts/win/font_fallback_win.cc,378,static bool initialized = false;,Link,Local,No,Yes,No,emoji_font should be const,
third_party/blink/renderer/platform/fonts/win/font_fallback_win.cc,446,static ScriptToFontMap script_font_map;,Link,Local,No,Yes,No,script_font_map should be const,
third_party/blink/renderer/platform/fonts/win/font_fallback_win.cc,447,static bool initialized = false;,Link,Local,No,Yes,No,protects script_font_map,
third_party/blink/renderer/platform/graphics/animation_worklet_mutator_dispatcher_impl.cc,26,int g_next_async_mutation_id = 0;,Link,Global,No,No,No,Equivalent to AtomicSequenceNumber,
third_party/blink/renderer/platform/graphics/compositing/paint_artifact_compositor.cc,42,static int g_s_property_tree_sequence_number = 1;,Link,Global,No,No,No,Equivalent to AtomicSequenceNumber,
third_party/blink/renderer/platform/graphics/compositing/paint_artifact_compositor.cc,1022,static String s_previous_output;,Link,Local,No,No,No,,
third_party/blink/renderer/platform/graphics/compositing/property_tree_manager.cc,305,static UniqueObjectId unique_id = NewUniqueObjectId();,Link,Local,No,Yes,Yes,Should be const,
third_party/blink/renderer/platform/graphics/compositor_element_id.cc,10,static UniqueObjectId counter = 0;,Link,Local,No,Yes,No,,
third_party/blink/renderer/platform/graphics/gpu/drawing_buffer_test_helpers.h,256,static GLuint id = 1;,Link,Local,No,No,N/A,For testing,
third_party/blink/renderer/platform/graphics/gpu/drawing_buffer_test_helpers.h,276,static uint64_t unique_id = 1;,Link,Local,No,No,N/A,For testing,
third_party/blink/renderer/platform/graphics/gpu/drawing_buffer.cc,76,static bool g_should_fail_drawing_buffer_creation_for_testing = false;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/graphics/graphics_layer.cc,505,static HashSet<int>* g_registered_layer_set;,Link,Global,Yes,No,No,Probably isolate bound,
third_party/blink/renderer/platform/graphics/paint/drawing_recorder.cc,16,static bool g_list_modification_check_disabled = false;,Link,Global,No,No,No,Not used,
third_party/blink/renderer/platform/graphics/paint/geometry_mapper_clip_cache.cc,14,static unsigned g_clip_cache_generation = 0;,Link,Global,No,No,No,Counter to generate versions. Could be isolate bound,
third_party/blink/renderer/platform/graphics/paint/geometry_mapper_transform_cache.h,113,static unsigned s_global_generation;,Link,Member,No,No,No,Counter to generate versions. Could be isolate bound,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,425,static size_t sum_num_items_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,426,static size_t sum_num_cached_items_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,427,static size_t sum_num_indexed_items_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,428,static size_t sum_num_subsequences_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,429,static size_t sum_num_cached_subsequences_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/paint_controller.h,430,static size_t sum_num_paint_chunks_;,Link,Member,No,No,No,UMA histogram counter,
third_party/blink/renderer/platform/graphics/paint/raster_invalidation_tracking.cc,20,static bool g_simulate_raster_under_invalidations = false;,Link,Global,No,No,N/A,For testing,
third_party/blink/renderer/platform/graphics/placeholder_image.cc,199,  static SharedFont* g_instance_;,Link,Member,No,No,No,Reset in a scope,
third_party/blink/renderer/platform/heap/gc_info.h,74,static GCInfoTable* global_table_;,Link,Member,No,yes,yes,already supports parallel workers,
third_party/blink/renderer/platform/heap/heap_compact_test.cc,28,static bool did_verify_at_least_once;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,72,static std::atomic_int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,417,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,439,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,473,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,757,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,806,static unsigned live_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,892,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,938,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,973,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1038,static bool will_finalize_was_called_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1059,static bool dispose_was_called_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1067,bool g_dispose_was_called_for_pre_finalizer_base = false;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1068,bool g_dispose_was_called_for_pre_finalizer_mixin = false;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1069,bool g_dispose_was_called_for_pre_finalizer_sub_class = false;,Link,Global,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1185,static bool did_call_will_finalize_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1197,static Persistent<ObserverMap>* observer_map_;,Link,Member,No,No,N/A,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1219,static int alive_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1247,static int alive_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1261,static int alive_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1279,static int alive_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1308,static int trace_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1378,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1922,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,1940,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,3287,static int live_things_with_destructor_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4201,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4215,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4466,static bool was_destructed_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4475,static bool was_destructed_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4545,static int trace_count_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,4584,static int trace_called_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,5472,static Persistent<IntNode>* node_;,Link,Member,No,N/A,N/A,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,5499,static int s_trace_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,5500,static int s_trace_lazy_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_test.cc,5991,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap_thread_test.cc,216,static int destructor_calls_;,Link,Member,No,No,Yes,For testing,
third_party/blink/renderer/platform/heap/heap.h,114,static AllocationHook* allocation_hook_;,Link,Member,No,Yes,No,,
third_party/blink/renderer/platform/heap/heap.h,115,static FreeHook* free_hook_;,Link,Member,No,Yes,No,,
third_party/blink/renderer/platform/heap/heap.h,449,static ThreadHeap* main_thread_heap_;,Link,Member,Yes,Yes,No,This is the blink heap instance!!,
third_party/blink/renderer/platform/heap/object_start_bitmap_test.cc,26,static Address kBaseOffset;,Link,Member,No,Yes,Yes,Should be constexpr,
third_party/blink/renderer/platform/heap/process_heap.h,58,static std::atomic_size_t total_allocated_space_;,Link,Member,No,No,Yes,TODO(etiennep): Figure out if ProcessHeap should be isolate bound,
third_party/blink/renderer/platform/heap/process_heap.h,59,static std::atomic_size_t total_allocated_object_size_;,Link,Member,No,No,Yes,,
third_party/blink/renderer/platform/heap/thread_state.cc,1089,static size_t max_committed_size_in_mb = 0;,Link,Local,No,No,No,Never used,
third_party/blink/renderer/platform/heap/thread_state.h,431,static AtomicEntryFlag incremental_marking_flag_;,Link,Member,No,No,Yes,Probably not isolate bound,
third_party/blink/renderer/platform/instance_counters.h,103,PLATFORM_EXPORT static int node_counter_;,Link,Member,No,No,No,Never used,
third_party/blink/renderer/platform/instrumentation/resource_coordinator/renderer_resource_coordinator.cc,16,RendererResourceCoordinator* g_renderer_resource_coordinator = nullptr;,Link,Global,No,Yes,No,Only updated for testing,
third_party/blink/renderer/platform/json/json_parser_fuzzer.cc,14,static blink::BlinkFuzzerTestSupport test_support =,Link,Local,No,No,Yes,Fuzzer for testing,
third_party/blink/renderer/platform/language.cc,44,const AtomicString* g_platform_language = nullptr;,Link,Global,No,Yes,No,Should be const,
third_party/blink/renderer/platform/loader/fetch/memory_cache.cc,41,static Persistent<MemoryCache>* g_memory_cache;,Link,Global,No,No,No,,
third_party/blink/renderer/platform/loader/fetch/resource_load_scheduler.cc,105,static size_t main_frame_limit = GetFieldTrialUint32Param(,Link,Local,No,Yes,Yes,Should be const,Created CL
third_party/blink/renderer/platform/loader/fetch/resource_load_scheduler.cc,108,static size_t sub_frame_limit = GetFieldTrialUint32Param(,Link,Local,No,Yes,Yes,Should be const,Created CL
third_party/blink/renderer/platform/loader/fetch/resource_request.h,488,static base::TimeDelta default_timeout_interval_;,Link,Member,No,Yes,Yes,Should be const,Created CL
